name;address;website;phone;emails;district 
Salumificio Franco Verona s.r.l.;Via G. Galilei, 56, 36036 Torrebelvicino VI;https://www.dao.it;0445 660049;;
Prosciuttificio Boselli Srl;Via Cicogna, 5, 37040 Roveredo di Guà VI;http://www.prosciutti.us;0442 469001;prosciuttificioboselli@gmail.com gianiazz@gmail.com;
Centro Carni di Malfatto Gianfranco;Via Cagliara, 12/A, 36021 Ponte di Barbarano VI;http://www.malfattocentrocarni.it;0444 896286;malfattocentrocarni@alice.it;
Botega e Cusina da Loris;Via Roi, 39, 36010 Monticello Conte Otto VI;https://botegaecusina.com;0444 945494;;
Macelleria Carne Asiago Gastronomia Rosticceria;VIa Giovanni Dalla, Via dalla Zuanna, 8, 36012 Asiago VI;http://macelleriacarneasiago.myadj.it;0424 462677;;
Macelleria Pegoraro;Via F. Crispi, 28, 36048 Barbarano Mossano VI;http://www.macelleriapegoraro.it;0444 896562;info@macelleriapegoraro.it;
Salumi & Formaggi Dalla Libera Mirca;Via S. Gaetano, 17, 31030 Castelcucco TV;https://www.facebook.com;331 118 8899;;
Azienda agrituristica Olivetto Giovanni;Via Postumia, 41, 35018 San Martino di Lupari PD;;049 946 0859;;
Carni~Salumi;Via Salvo D'Acquisto, 31044 Montebelluna TV;https://www.gruppodoro.com;0423 614041;gruppodoro@gmail.com;
Centro Carni Sossanese;Via Rio, 24, 36040 Sossano VI;;0444 885147;;
Macello Piccolo (S.R.L.);Via Cà Basadonna, 31, 35034 Lozzo Atestino PD;;0429 94577;;
Azienda agricola Favero;Via XXIV Maggio, 11c, 31017 Crespano del Grappa TV;;;;
L'Officina della Pizza;Via Roma, 6, 36020 Agugliaro VI;;324 998 6822;;
Industria Alimentare Ferraro S.r.l.;Via Bonagge, 26, 36065 Mussolente VI;https://industriaferraro.com;0424 577117;;
Caseificio Sociale Ponte di Barbarano;Via Capitello, 2, 36048 Barbarano Mossano VI;http://www.caseificiobarbarano.it;0444 795306;info@caseificiobarbarano.it caseificiobarbarano@legalmail.it;
Naturello Srl;Enzo Ferrari, 6/8, 36026 Pojana Maggiore VI;http://www.naturello.eu;0444 764455;info@naturello.eu;
Disossatura De Marchi S.N.C.;Via S. Marina, 5/a, 36045 Lonigo VI;;0444 831302;;
Torresan Salumi;Via Ivo Lollini, 16, 31035 Crocetta del Montello TV;https://www.salumitorresan.it;0423 84845;info@salumitorresan.it;
Salumi e Formaggi Torresan Roberto & C.;Via Erizzo, 52, 31030 Crocetta del Montello TV;https://www.salumitorresan.it;338 696 4130;info@salumitorresan.it;
Salumificio Artigianale Celotto;Via Misquile, 13, 31030 Borso del Grappa TV;http://www.salumeriaonline.it;0423 561703;;
PROSCIUTTIFICIO CROSARE;Via Don C. Bellini, 5/A, 37040 Crosare VR;https://www.prosciuttificiocrosare.it;0442 86066;;
Trevigiana Carni Di Scapin Giovanni & C. (S.N.C.);Via Campagna, 128, 31037 Ramon-campagna TV;http://www.trevigianacarni.it;0423 475237;;
La bottega;Via Castello, 2, 36020 Castello VI;;0444 790079;;
Prosdocimo Mario;Via Bortolo Pontini, 8, 32031 Alano di Piave BL;;0439 779388;;
Alimentari Stramare Oriana;Via Egidio Forcellini, 8, 32031 Alano di Piave BL;;;;
Salumeria Miatto dal 1940;Via Ungheresca, 1/C, 31025 Santa Lucia di Piave TV;;0438 701783;;
DalFaio formaggi e salumi;;https://dalfaio-formaggi-e-salumi.business.site;393 640 1285;;
Salumi De Stefani Srl;Str. di Guia, 31, 31049 Valdobbiadene TV;https://www.salumidestefani.it;0423 901065;;
Azienda Agricola Codemo Roni;Via Fausto, Via Tenente De Rossi, 28, 32031 Alano di Piave BL;;0439 779577;;
Azienda Agricola Monte Cornella;Via Bastiglia, 17, 32030 Quero BL;https://aziendamontecornella.business.site;347 748 8223;az.agricolamontecornella@gmail.com;
Gallina Bruno;Via Feltre, 22, 32030 Quero BL;;0439 788102;;
Van Gogh Optical Di Silvestri Franco & C. (S.N.C.);Via degli Alpini, 1, 32031 Alano di Piave BL;;0439 779927;;
La Botèga -salumi, formaggi,prodotti tipici-;Strada S. Pietro, 53, 31049 Valdobbiadene TV;;0423 972874;;
Pianeta Alimentare S.R.L.;Via Monte Grappa, 33/35, 31020 Vidor TV;http://www.pianetalimentare.com;0423 987151;info@pianetalimentare.it amministrazione@pianetalimentare.it;
Formaggi Salumi da Maria di Zanette Elda;Via Pasubio Nord, 46, 31016 Cordignano TV;https://www.facebook.com;0438 995648;;
Salumificio Follinese;Via dei Cavalli, 6, 31051 Follina TV;;;;
Spaccio Salumi;Via Grigoletto e Pasqualato, 31021 Mogliano Veneto TV;;347 648 3824;;
Spaccio Sandona’ Formaggi Salumi Vini;Via San Lorenzo, 1, 36030 Caltrano VI;http://www.formaggiposina.it;0445 893375;info@formaggiposina.it;
salumificio;33074 Fontanafredda PN;;;;
Antonella Salumi e Formaggi di Ceotto Antonella;Piazza Vittorio Emanuele, 33, 31028 Vazzola TV;;;;
Giotto Fratelli;Via degli Alpini, 17, 32031 Alano di Piave BL;http://www.giottofratelli.it;0439 787047;info@giottofratelli.it;
Ongaro Snc Di Ongaro Carmelo E Figli;Viale della Repubblica, 13, 31020 San Polo di Piave TV;http://ongaromacelleriasalumificio.myadj.it;0422 855107;;
Malga Domador;32031 Alano di Piave BL;;348 076 1040;;
Malga Camparona;Alano di Piave (BL) 32031, 32031 Alano di Piave BL;http://www.infodolomiti.it;;;
Salumificio Roncadese;Via F. Manera, 21, 31056 Roncade TV;http://www.salumificioroncadese.it;0422 840725;;
Dalle Nogare Formaggi & Salumi;21/22 lg, Largo Parolini, 36061 Bassano del Grappa VI;https://www.formaggidallenogare.com;0424 228474;;
Pizzeria Da Ezio;Piazza Licini, 2, 32031 Alano di Piave BL;http://www.pizzeriadaezio.it;0439 779125;info@pizzeriadaezio.it;
NOTE DI GUSTO Formaggi & Salumi di Qualità;Via XIII Martiri, 123, 30027 San Donà di Piave VE;;338 869 1704;;
Salumi del Norcino di Vedovato Luca;Via Murlis, 60, 33080 Zoppola PN;;;;
Brunello Domenico S.r.l.;Via Capitelvecchio, 92, 36061 Bassano del Grappa VI;https://www.brunellosalumi.com;0424 566699;info@brunellosalumi.com;
Salumificio Pantarotto;14 Localita' Torricella, San Vito Al Tagliamento, PN 33078, 33098 San Vito al Tagliamento PN;http://www.salumificiopantarotto.it;0434 874090;;
Salumificio Pitaccolo G. Srl;Via Malignani, 2, 33050 Castions di strada UD;http://www.salumificiopitaccolo.com;0432 769779;;
Ezio's B&B;Piazza Licini 2, Piazza Cavaliere Lorenzo Licini, 37, 32031 Alano di Piave BL;;334 986 5423;;
Istituto San Vincenzo;Via Conti Franzoia, n.2, 32031 Alano di Piave BL;https://www.istitutosanvincenzo.com;324 057 8936;servizisanvincenzo@gmail.com;
Salumificio Pantanali;Viale S. Daniele, 64, 33010 Colugna UD;;0432 401013;;
Ristorante Pizzeria al Molin;Piazza dei Martiri, 13, 32031 Alano di Piave BL;;0439 779129;;
Mad in italy Srl;Via degli Alpini, 32031 Colmirano BL;https://www.madinitaly.com;0439 190 4680;sales@madinitaly.com;
Salumificio Frachetti Egidio;Piazza dei Predaroi, 5/6, 38121 Villamontagna TN;http://www.frachetti.it;0461 209082;;
Spaccio Bertolaso;Via Roma, 52, 37041 Albaredo D'adige VR;;045 700 1872;;
Macelleria Di Mecenero Anna;C.so Umberto, 41, 37041 Albaredo D'adige VR;;045 660 0044;;
"Gastronomia ""La Botega""";Via Alcide de Gasperi, 13, 37041 Albaredo D'adige VR;http://gastronomialabotega.it;045 978 9904;;
Salumificio dell’Arena;Via Boschetto, 31, 37054 Nogara VR;;0442 510833;;
L'angolo del gusto;Via Guglielmo Marconi, 10, 37041 Albaredo D'adige VR;;045 660 0168;;
Cavaggioni Nicola;Via Carotta, 6, 37041 Albaredo D'adige VR;;;;
Bertolaso S.R.L.;Via dell'Industria, 30, 37041 Albaredo D'adige VR;http://www.meccanicabertolaso.it;045 700 0722;info@meccanicabertolaso.it tecnico@meccanicabertolaso.it;
Famila Albaredo D'Adige;Via Serega, 16, 37041 Albaredo D'adige VR;http://www.famila.it;045 660 0612;;
Dom-Inox SAS;Via Modon, 6, 37041 Albaredo D'adige VR;http://www.dom-inox.it;045 763 5257;dom-inox@legalmail.it info@dom-inox.it;
Baraldo Luciano;Via Teiolo, 72, 37041 Albaredo D'adige VR;;045 700 0905;;
Salumificio Salvarani;Via Tione, 2, 46039 Villimpenta MN;https://www.agricolasalvarani.it;337 143 6726;info@agricolasalvarani.it;
Fratelli Baldo S.r.l.;Via Motta, 8, 37041 Albaredo D'adige VR;https://www.fratellibaldo.it;045 700 0233;;
Fasoli Carni (S.R.L.);Via della Libertà, 7, 37055 Ronco all'Adige VR;http://facebook.com;045 702 0009;;
Stella81;Via Volta, 1, 37056 Concamarise VR;;0442 374044;;
LA CASARA RONCOLATO;Via Nuova, 1, 37030 Roncà VR;http://lacasara.com;045 746 0052;;
Bissolo Gabriele Trade S.R.L.;Via Cadelsette, 64, 37041 Albaredo D'adige VR;http://www.bissolo.com;045 660 0345;;
Refrico Srl;Via Motta, 2B, 37041 Albaredo D'adige VR;http://www.refrico.it;045 700 0970;info@refrico.it;
spaccio formaggi gaspari;37028 San Francesco VR;;045 783 5722;;
Bombieri S.P.A.;Viale del Lavoro, 25/27, 37060 Buttapietra VR;http://salumificiobombieri.it;045 666 0528;;
Salumificio Artigianale Baldelli;Via Giuseppe Verdi, 1, 45020 Zelo RO;https://www.salumibaldelli.com;0425 561019;;
Salumificio F.lli Boroni Srl;Str. Colonne, 13/3, 46048 Roverbella MN;http://boronisalumi.it;0376 696616;;
Salumificio San Valentino snc Di Stefani Giovanni & C.;Via Stazione, 1, 36070 Trissino VI;https://www.carnisanvalentino.it;0445 491194;;
Macelleria Daniele. Gastronomia Rosticceria Salumi Formaggi;Via Marcabella, 3/27, 37040 Santo Stefano - Bonaldo VR;;0442 480072;;
Macelleria Gastronomia Saggiorato;Via Cavour, N 18, 37044 Cologna Veneta VR;https://macelleria-gastronomia-salumi-formaggi.business.site;346 688 1060;;
Buona Lessinia Verona;Via Colonnello Giovanni Fincato, 39/B, 37131 Verona VR;http://www.buonalessinia.it;045 526326;;
Torneria TMP S.n.c di Baraldo Nicola e Dario;Via Serega, 16, 37041 Albaredo D'adige VR;https://www.torneriatmp.it;045 660 0271;commerciale@torneriatmp.it wanni.soave@gmail.com;
Corrado Benedetti;Via Croce dello Schioppo, 1, 37020 Sant'Anna D'alfaedo VR;http://www.corradobenedetti.it;045 754 5186;info@corradobenedetti.it;
Salumificio Alto Mantovano S.N.C.;Unnamed Road,46044, 46044 Goito MN;;;;
Salumi, burro e formaggi Piccoli Graziano;Via Cappella Fasani, 35, 37020 Erbezzo VR;;045 707 5052;;
Studio Hi-Fi by Visentin Claudio;Via Roma, 63, 37041 Albaredo D'adige VR;;045 660 0084;;
Tulipano Intimo spaccio aziendale;Via Serega, 11, 37041 Albaredo D'adige VR;http://www.tulipanointimo.it;329 295 6496;;
La Torre da Formaggio;Via S. Vito, 37, 36020 Albettone VI;https://latorredaformaggio.it;0444 790069;;
Spaccio Carni San Valentino;Via E. Fermi, 5, 36057 Nogarazza VI;http://www.carnisanvalentino.it;0444 289354;;
Anzolin Mara;Via Ca' Schioppa', 2, 36020 Albettone VI;;;;
Pierantoni Societa' Agricola;Via Ca' Brusa', 6, 36020 Albettone VI;;0444 795329;;
Albiero S.R.L.;Via Donanzola, 35, 36020 Campiglia dei Berici VI;;0444 866120;;
BioGovinda;Via Cà Bassa, 12, 36020 Lovolo VI;http://www.biogovinda.it;346 009 9106;biogovinda@gmail.com info@biogovinda.it;
Bottega Volante;Piazza IV Novembre, 5, 36025 Noventa vicentina VI;;320 886 7808;;
Azienda agricola Berton;Via Lauro, 39B, 31011 Lauro TV;;0423 564247;;
Macelleria Panella Nunzio e Andrea di Panella Andrea;Via Repoise, 8, 35030 Montemerlo PD;https://macelleria-panella-nunzio-e-andrea-di-panella.business.site;049 990 0349;;
Azienda Agricola A.A.;Via Fontane, 6, 31011 Asolo TV;https://www.facebook.com;347 949 4072;;
Tolin macelleria con cucina;Via Chiesa, 6, 35034 Lozzo Atestino PD;http://www.macelleriatolin.it;0429 94144;info@macelleriatolin.it;
Martini Roberto Affinatura Formaggi e Salumi;Via Merry del Val, 13, 31039 Riese Pio X TV;;0423 483156;;
Macelleria Ai Colli Da Augusto;Via Euganea 33, Via Bresseo, di, Teolo PD;https://www.facebook.com;049 990 2866;;
Azienda Agricola Veronese;Via Fattorelle, 16, 35030 Cinto Euganeo PD;https://www.aziendagricolaveronese.it;347 383 7111;;
Supermercati T.T.B. S.R.L.;Via Circonvallazione, 6, 36040 Sossano VI;http://www.supermercatittb.it;0444 885055;;
Burattin Ernestino;Via delle Terme, 5, 35037 Teolo PD;;049 990 1270;;
Bauer;Via Nazionale, 54, 36056 Belvedere VI;https://bauercarni.com;0424 861110;;
Oro dei Colli - Spaccio di Formaggi;Via Generale Carlo Alberto dalla Chiesa, 20, 35037 Treponti PD;https://m.facebook.com;347 914 8207;;
Osteria SANTIELLA;Via Santiella, 10, 36020 San Gottardo VI;https://www.facebook.com;0444 893223;;
Cantina Pegoraro;Via Calbin, 24, 36048 Barbarano Mossano VI;http://www.cantinapegoraro.it;0444 886461;accoglienza@cantinapegoraro.it info@cantinapegoraro.it;
busatta silvano;Via Molini, 74, 35030 Saccolongo PD;;049 801 5220;;
Caseificio Sociale Ponte di Barbarano Spaccio di Lonigo;Via Garibaldi, 50, 36045 Lonigo VI;http://www.caseificiobarbarano.it;0444 437043;info@caseificiobarbarano.it caseificiobarbarano@legalmail.it;
Azienda Agricola Costa del Sol;Via Costa del Sol, 7, 31010 Muliparte TV;https://www.passeggiatetreviso.it;348 544 1212;info@passeggiatetreviso.it;
Alìper supermercati;Via del Commercio, 14, 36021 Barbarano Mossano VI;https://www.alisupermercati.it;0444 795453;;
AZIENDA AGRICOLA FACCIN DINO e FIGLI s.s;Via Cognola, 7-14, 36021 Barbarano Mossano VI;;347 401 8166;;
Società Agricola Celotto Lucio e Figli s.s.;Via Asolana, 32, 31030 Borso del Grappa TV;;349 162 8221;;
Supermercati T.T.B S.R.L;;http://www.supermercatittb.it;049 994 0704;;
Alimentari Zanini Di Gastaldo Lorella;Via Cagnano, 52, 36026 Poiana maggiore VI;https://m.facebook.com;0444 028459;;
Bella Asolo S.R.L.;Via Giulio Pastore, 15, 31044 Montebelluna TV;https://www.salumificiobellaasolo.it;0423 930101;info@salumificiobellaasolo.it;
Pane e Sapori;Via Umberto Masotto, 18, 36025 Noventa Vicentina VI;https://m.facebook.com;349 784 5791;;
Macelleria Torresan Roberto & C.;P.za Luigi Negrelli, 23, 31044 Montebelluna TV;https://www.salumitorresan.it;0423 370464;info@salumitorresan.it;
P.EM.ME. S.R.L.;Via A. Palladio, 70, 36021 Belvedere VI;http://www.p-emme-srl.it;0444 781058;p.emme.matteo@gmail.com;
Macelleria Gastronomia Cirotto;Via Castellana, 21, 31039 Riese Pio X TV;http://www.cirottofood.com;0423 454175;info@cirottofood.com;
Girardi Bruno;36045 Alonte VI;http://www.girardibruno.it;0444 831888;amministrazione@girardibruno.it grafica@girardibruno.it info@girardibruno.it;
La Macelleria Di Michelotto Marco;Via Roma, 233, 35043 Albignasego PD;;049 710273;;
Macelleria Griggio;Via Sant' Andrea, 13, 35020 Albignasego PD;;049 710218;;
Boutique della Gastronomia;Via Roma, 90, 35020 Albignasego PD;;049 712891;;
Pastificio Danilo;Via Roma, 166, 35020 Albignasego PD;;049 710344;;
Panetteria Cecchinato dal 1957;Via Roma, 151, 35020 Albignasego PD;;049 711896;;
Camillo Ingrassi & C. Sas;Via A. Manzoni, 43, 35020 Albignasego PD;;049 710742;;
Gastronomia Le Tradizioni;Via San Tommaso, 45, 35020 Albignasego PD;;348 981 8555;;
Alimentari Noventa Fabio;Via U. Foscolo, 58, 35020 Albignasego PD;https://alimentari-noventa-fabio.business.site;049 710368;;
Miola Antonio;Vicolo G. Pascoli, 13, 35020 Albignasego PD;;049 830 8699;;
Caseificio Salvo' Renato E Figli Di Salvo' Renato E Figli;Via Bolzani, 28, 35020 Masera' di Padova PD;;320 037 8973;;
Macelleria Michelotto;Via G. Galilei, 61, 35020 Sant'Agostino PD;https://macelleriamichelotto.it;049 680695;info@macelleriamichelotto.it;
Villa Salom Michieli;Via Sant' Andrea, 143/A, 35020 Albignasego PD;https://villa-salom-michieli.business.site;049 862 5904;;
Dal Bruto Ruggero - Cucina e Vino;Via Dalmazia, 36, 35020 Albignasego PD;;351 949 7202;;
CONSORZIO SALUMI VENETI;Via Vittorio Emanuele Orlando, 11, 35129 Padova PD;http://salumidellamarca.it;;;
Supermercati Lazzarini srl;Via Cesare Battisti, 67, 35020 Albignasego PD;http://www.lazzarinisupermercato.it;049 710067;info@lazzarinisupermercato.it;
F.lli Billo S.r.l.;Via Bindoletta, 49, 35040 Merlara PD;https://www.fratellibillo.com;0429 844516;info@fratellibillo.it;
Antica Salumeria Franchin Dal 1978;Via del Santo, 95, 35123 Padova PD;https://www.anticasalumeriafranchin.it;049 875 0532;;
Panificio Bortolami;Via Roma, 43, 35020 Albignasego PD;;049 862 5515;;
SUPERMERCATO A&O;Via Risorgimento, 35, 35020 Albignasego PD;https://www.aeo.it;049 801 0466;;
Antica Macelleria Calore dal 1921;Via Guizza Conselvana, 23, 35125 Padova PD;;351 669 6147;;
Casa Della Carne Di Favaron Enrico;Via Don Lorenzo Milani, 42, 35020 Mandriola PD;https://casa-della-carne-di-favaron-enrico.business.site;347 845 0585;;
Favero Carni – Macelleria Padova;Via Vittorio Veneto, 73, 35142 Padova PD;https://www.faverocarni.it;389 957 6287;;
Salumeria Al Carmine;Via Francesco Petrarca, 9, 35137 Padova PD;http://www.salumeriaalcarmine.it;049 689 5881;;
Ombre e cicchetti , osteria con cucina ( dall’oste imbriago );Via Sant' Andrea, 120, 35020 Albignasego PD;;393 842 0893;;
Gesuato Giorgio;187/BIS Via Bembo Pietro, Padova, PD 35124, 35124 Padova PD;;049 801 0370;;
Meggiolaro Srl;Via Brenton, 2, 30039 Stra VE;http://www.meggiolarosrl.it;049 893 4562;;
Sacchettificio Bettella Srl;Via G. Garibaldi, 4, 35020 Albignasego PD;https://www.sacchettificiobettella.it;049 862 9138;bettellasrl@gmail.com;
Dalla Birra Al Vino;Via Roma, 23, 35020 Albignasego PD;https://www.dallabirraalvino.com;049 261 3715;clienti@dallabirraalvino.com. info@dallabirraalvino.com;
F.lli Guerriero S.r.l.;Via Gomiero, 18, 35010 Villafranca padovana PD;http://www.guerrierosrl.it;049 905 0683;amministrazione@guerrierosrl.it ordini@guerrierosrl.it info@guerrierosrl.it;
Primizia;Via Roma, 106, 35020 Albignasego PD;;049 490 6184;;
Supermercato INTERSPAR Albignasego;Via Giovanni Verga, 1, 35020 Albignasego PD;https://www.despar.it;049 867 1811;;
Antica Macelleria Ruggero;Via Romana Aponense, 2, 35142 Padova PD;;049 715128;;
Panificio Smile;Via 16 Marzo, 53, 35020 Albignasego PD;;049 862 7808;;
AL MAX SPECIALITÀ ALIMENTARI;Via S. Martino e Solferino, 35122 Padova PD;;049 522 2459;;
Michieli Beniamino;Via Romana Aponense, 2, 35142 Padova PD;;049 715128;;
Azienda Agricola Polato - Macellazione e Spaccio Carni;Via S. Marco, 75, 30010 Lova VE;https://www.aziendaagricolapolato.it;041 467162;info@aziendaagricolapolato.it;
Macelleria Borsetto;Sotto Il Salone, 16/17, 35122 Padova PD;https://bnow.click;049 650326;;
Salumificio Da Pian;Via Internati 1943 - 1945, 12, 31057 Silea TV;https://www.dapian.it;0422 362477;info@dapian.it;
Ristorante Coldai;Via Coldai, 13, 32022 Alleghe BL;;0437 523305;;
Malga Boi Vescovà;Località Boi Vescovà, 32022 Alleghe BL;;329 093 5739;;
Rifugio Attilio Tissi;Località Col Reàn, 32022 Alleghe BL;http://www.rifugiotissi.com;347 593 1833;rifugio.tissi@gmail.com;
Chalet Col dei Baldi;Col dei Baldi, 32022 Alleghe BL;http://www.chaletcoldeibaldi.com;0437 723978;infochaletcoldeibaldi@gmail.com;
Bierstube Alleghe;Piazzale Stadio Del Ghiaccio, 6, 32022 Alleghe BL;http://www.hotelgarniesperia.it;0437 723679;;
Macelleria Delmonego S.N.C. Di Delmonego Francesco E Pezze' Sara;47, 32020 Arabba BL;;0436 79450;;
N'Zunaia;Via Lungo Lago, 12, 32022 Alleghe BL;;;;
Pasticceria Da Pian;Piazza Kennedy, 24, 32020 Alleghe BL;;0437 523364;;
Ristoro La Ciasela - 2032 mt;Località Col Fioret, 32022 Alleghe BL;;328 717 3181;;
Macelleria Carpano;38036 Pozza di Fassa TN;https://www.carpanoshop.com;0462 764420;ecommerce@carpanoshop.com;
Salumificio Marescutti Srl;Via Valcellina, 3/M, 33097 Istrago PN;http://www.marescutti.it;0427 90026;;
Salumi e Formaggi Carlo e Margaret;Piazza Italia, 26, 36032 Gallio VI;https://www.alimentarischivo.it;320 247 0072;asiago@alimentarischivo.it gallio@alimentarischivo.it;
MACELLERIA PEZZEI;strada de Meida, 102, 38036 Pozza di Fassa TN;http://www.macelleriapezzei.shop;0462 764511;;
Salumi e Formaggi Carlo e Mattia;Via Trento e Trieste, 18, 36012 Asiago VI;https://www.alimentarischivo.it;347 800 0117;asiago@alimentarischivo.it gallio@alimentarischivo.it;
C.Elle Sport;Piazza Kennedy, 8, 32022 Alleghe BL;http://www.cellesport.com;0437 523376;info@cellesport.com;
"LA CANEVA ""FORMAGGI E SALUMI""";Via Ferdinando Coletti, 32, 32044 Pieve di Cadore BL;;320 313 9422;;
Ristorante La Cambra;Corso Italia, 73, 32022 Alleghe BL;;0437 194 8048;;
Malga Staulanza;SP251, 32010 Zoldo alto BL;;334 230 4500;;
da NELLO, Formaggi E Salumi Cima - Negozio di Salumi e Formaggi, Specialità Alimentari.;Via XXIV Maggio, 62, 31015 Conegliano TV;;0438 411362;;
Pine' Salumi Sas Di Casagranda Bruno E C.;Via Giuseppe Verdi, 15, 38043 Centrale TN;http://pinesalumi.it;0461 555235;info@pinesalumi.it;
Macelleria Salumificio Torresani;Via Santo Stefano, 66 Fraz, 38028 Cloz TN;http://www.salumificiotorresani.it;0463 874558;info@salumificiotorresani.it;
Ristorante El Ciamin;Corso Trieste, 5, 32022 Alleghe BL;;0437 598281;;
La Grande Guerra;Via degli Alpini, 2, 32022 Alleghe BL;;0437 723951;;
Salumificio A. Lovison Srl;Via Ugo Foscolo, N. 18, 33097 Spilimbergo PN;http://www.salumilovison.it;0427 2068;;
Macelleria Boito;Frazione Piaia, 60, 32014 Polpet BL;http://boitoserafina.it;0437 998106;info@boitoserafina.it;
